bID,pID,AB,H,PA,RL,SAC,SO,TB,W,matchID,AVG,OBP,ov_AB,ov_H,ov_PA,ov_SAC,ov_SO,ov_TB,ov_W,ov_FACED,ov_AVG,ov_OBP,ov_SO_PCT,ov_W_PCT,ov_H_PCT,ovp_AB,ovp_H,ovp_PA,ovp_SAC,ovp_SO,ovp_TB,ovp_W,ovp_FACED,ovp_SO_PCT,ovp_W_PCT,ovp_H_PCT,ovp_AVG,ovp_OBP
salmt001,martp001,23,7,27,R,0,14,13,4,salmt001_martp001,0.304347826087,0.407407407407,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,3163,749,3481,29,903,1467,318,92,0.25940821603,0.0913530594657,0.215168055157,0.236800505849,0.306521114622
salmt001,mcdob001,42,9,44,R,0,7,9,2,salmt001_mcdob001,0.214285714286,0.25,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,696,187,768,8,99,394,72,21,0.12890625,0.09375,0.243489583333,0.26867816092,0.337239583333
salmt001,mcdoj001,33,5,37,R,0,11,7,4,salmt001_mcdoj001,0.151515151515,0.243243243243,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,789,223,870,10,120,403,81,20,0.137931034483,0.0931034482759,0.25632183908,0.282636248416,0.349425287356
salmt001,moehb001,25,8,27,R,1,4,12,2,salmt001_moehb001,0.32,0.37037037037,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,929,301,1038,11,120,631,109,32,0.115606936416,0.105009633911,0.289980732177,0.324004305705,0.394990366089
salmt001,moyej001,86,18,98,L,1,17,37,12,salmt001_moyej001,0.209302325581,0.30612244898,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
salmt001,muldm001,36,4,40,L,1,6,8,4,salmt001_muldm001,0.111111111111,0.2,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,1229,348,1347,19,187,644,118,38,0.138827023014,0.0876020786934,0.258351893096,0.283157038242,0.345953971789
salmt001,mussm001,72,16,77,R,0,20,44,5,salmt001_mussm001,0.222222222222,0.272727272727,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,4858,1283,5200,45,1000,2494,342,116,0.192307692308,0.0657692307692,0.246730769231,0.264100452861,0.3125
salmt001,nagyc001,29,11,32,R,0,8,30,3,salmt001_nagyc001,0.379310344828,0.4375,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,1421,413,1561,16,234,787,140,35,0.149903907751,0.0896860986547,0.264573991031,0.290640394089,0.354260089686
salmt001,navaj001,29,8,32,R,0,3,12,3,salmt001_navaj001,0.275862068966,0.34375,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,820,268,910,12,97,460,90,24,0.106593406593,0.0989010989011,0.294505494505,0.326829268293,0.393406593407
salmt001,olivd001,23,8,31,L,0,5,14,8,salmt001_olivd001,0.347826086957,0.516129032258,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,957,291,1102,12,131,585,145,34,0.11887477314,0.131578947368,0.264065335753,0.30407523511,0.395644283122
salmt001,parkc002,28,6,33,R,0,9,10,5,salmt001_parkc002,0.214285714286,0.333333333333,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,1671,438,1958,21,331,954,287,53,0.169050051073,0.14657814096,0.223697650664,0.262118491921,0.370275791624
salmt001,petta001,46,11,57,L,0,10,23,11,salmt001_petta001,0.239130434783,0.385964912281,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,4684,1338,5127,60,833,2364,443,127,0.162473181198,0.0864053052467,0.260971328262,0.285653287788,0.347376633509
salmt001,pichh001,26,8,29,R,0,5,10,3,salmt001_pichh001,0.307692307692,0.379310344828,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,134,41,155,0,13,67,21,5,0.0838709677419,0.135483870968,0.264516129032,0.305970149254,0.4
salmt001,pinej001,27,8,31,R,0,4,20,4,salmt001_pinej001,0.296296296296,0.387096774194,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,1715,520,1889,23,262,998,174,52,0.138697723663,0.0921122286924,0.275277924828,0.303206997085,0.36739015352
salmt001,radkb001,52,10,62,R,0,16,20,10,salmt001_radkb001,0.192307692308,0.322580645161,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,3854,1154,4082,45,566,2361,228,93,0.138657520823,0.0558549730524,0.28270455659,0.299429164504,0.338559529642
salmt001,rhoda001,23,7,33,L,0,6,11,10,salmt001_rhoda001,0.304347826087,0.515151515152,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,405,94,455,6,90,191,50,14,0.197802197802,0.10989010989,0.206593406593,0.232098765432,0.316483516484
salmt001,rogek001,82,19,102,L,2,13,50,20,salmt001_rogek001,0.231707317073,0.382352941176,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,4058,1138,4513,43,590,2208,455,107,0.130733436738,0.100819853756,0.252160425438,0.280433711188,0.352980279193
salmt001,rosaj001,20,3,26,L,0,3,9,6,salmt001_rosaj001,0.15,0.346153846154,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,234,61,268,2,44,129,34,9,0.164179104478,0.126865671642,0.227611940299,0.260683760684,0.35447761194
salmt001,selea001,45,15,50,R,0,11,31,5,salmt001_selea001,0.333333333333,0.4,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,2458,759,2790,32,397,1453,332,65,0.14229390681,0.118996415771,0.272043010753,0.308787632221,0.391039426523
salmt001,spars001,21,4,26,R,1,3,12,5,salmt001_spars001,0.190476190476,0.346153846154,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,1477,412,1629,27,171,849,152,45,0.104972375691,0.0933087783917,0.252915899325,0.27894380501,0.346224677716
salmt001,stott001,28,9,32,R,0,7,21,4,salmt001_stott001,0.321428571429,0.40625,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,987,296,1131,11,169,588,144,32,0.149425287356,0.127320954907,0.261715296198,0.299898682877,0.389036251105
salmt001,suppj001,32,13,37,R,0,7,36,5,salmt001_suppj001,0.40625,0.486486486486,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,3245,954,3616,39,395,1944,371,96,0.109236725664,0.102599557522,0.263827433628,0.293990755008,0.36642699115
salmt001,valdi001,25,6,29,R,1,4,10,4,salmt001_valdi001,0.24,0.344827586207,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,1509,402,1643,16,226,816,134,48,0.137553256239,0.0815581253804,0.244674376141,0.266401590457,0.326232501522
salmt001,waket001,44,12,50,R,2,12,22,6,salmt001_waket001,0.272727272727,0.36,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,4602,1192,5176,45,783,2465,574,113,0.15127511592,0.110896445131,0.23029366306,0.25901781834,0.341190108192
salmt001,welld001,49,12,65,L,2,10,28,16,salmt001_welld001,0.244897959184,0.430769230769,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,3351,983,3559,23,495,1947,208,80,0.139084012363,0.0584433829727,0.276201180107,0.293345270069,0.33464456308
salmt001,wittb001,27,11,30,R,1,5,23,3,salmt001_wittb001,0.407407407407,0.466666666667,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,984,321,1140,15,163,644,156,28,0.14298245614,0.136842105263,0.281578947368,0.326219512195,0.418421052632
salmt001,zitob001,44,5,50,L,1,7,9,6,salmt001_zitob001,0.113636363636,0.22,1931,495,2221,21,454,1039,290,52,0.256343863283,0.353444394417,0.204412426835,0.130571814498,0.222872579919,3801,931,4299,44,673,1744,498,108,0.156548034427,0.115840893231,0.216561991161,0.244935543278,0.332402884392
matol001,hendm001,34,8,38,L,0,6,8,4,matol001_hendm001,0.235294117647,0.315789473684,178,43,189,2,28,88,11,6,0.241573033708,0.285714285714,0.148148148148,0.0582010582011,0.227513227513,835,250,916,9,104,464,81,27,0.113537117904,0.0884279475983,0.272925764192,0.299401197605,0.36135371179
matol001,moyej001,25,5,27,L,1,3,9,2,matol001_moyej001,0.2,0.259259259259,178,43,189,2,28,88,11,6,0.241573033708,0.285714285714,0.148148148148,0.0582010582011,0.227513227513,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
matol001,mussm001,31,9,32,R,1,6,21,1,matol001_mussm001,0.290322580645,0.3125,178,43,189,2,28,88,11,6,0.241573033708,0.285714285714,0.148148148148,0.0582010582011,0.227513227513,4858,1283,5200,45,1000,2494,342,116,0.192307692308,0.0657692307692,0.246730769231,0.264100452861,0.3125
matol001,petta001,28,8,29,L,0,4,20,1,matol001_petta001,0.285714285714,0.310344827586,178,43,189,2,28,88,11,6,0.241573033708,0.285714285714,0.148148148148,0.0582010582011,0.227513227513,4684,1338,5127,60,833,2364,443,127,0.162473181198,0.0864053052467,0.260971328262,0.285653287788,0.347376633509
matol001,waket001,26,5,28,R,0,5,16,2,matol001_waket001,0.192307692308,0.25,178,43,189,2,28,88,11,6,0.241573033708,0.285714285714,0.148148148148,0.0582010582011,0.227513227513,4602,1192,5176,45,783,2465,574,113,0.15127511592,0.110896445131,0.23029366306,0.25901781834,0.341190108192
matol001,welld001,34,8,35,L,0,4,14,1,matol001_welld001,0.235294117647,0.257142857143,178,43,189,2,28,88,11,6,0.241573033708,0.285714285714,0.148148148148,0.0582010582011,0.227513227513,3351,983,3559,23,495,1947,208,80,0.139084012363,0.0584433829727,0.276201180107,0.293345270069,0.33464456308
chave001,beckj002,28,6,29,R,1,9,12,1,chave001_beckj002,0.214285714286,0.241379310345,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2502,637,2769,27,606,1259,267,67,0.218851570964,0.0964247020585,0.230046948357,0.254596322942,0.326471650415
chave001,buehm001,46,13,46,L,1,6,23,0,chave001_buehm001,0.282608695652,0.282608695652,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,5728,1669,6147,70,763,3102,419,142,0.124125589719,0.0681633317065,0.271514559948,0.291375698324,0.339677891654
chave001,colob001,30,5,33,R,0,4,13,3,chave001_colob001,0.166666666667,0.242424242424,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3625,1007,3960,41,707,2083,335,103,0.178535353535,0.084595959596,0.254292929293,0.277793103448,0.338888888889
chave001,escok001,34,11,37,R,0,5,19,3,chave001_escok001,0.323529411765,0.378378378378,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1588,421,1795,16,328,791,207,50,0.182729805014,0.115320334262,0.234540389972,0.265113350126,0.349860724234
chave001,franr001,43,14,50,R,0,5,43,7,chave001_franr001,0.325581395349,0.42,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,981,272,1078,11,125,576,97,31,0.115955473098,0.0899814471243,0.252319109462,0.277268093782,0.342300556586
chave001,garcf002,44,7,50,R,0,13,19,6,chave001_garcf002,0.159090909091,0.26,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3151,894,3479,25,529,1843,328,89,0.152055188272,0.0942799655073,0.256970393791,0.283719454142,0.351250359299
chave001,garlj001,38,10,45,R,1,2,21,7,chave001_garlj001,0.263157894737,0.377777777778,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3131,893,3431,49,404,1701,300,92,0.117749927135,0.0874380647042,0.260273972603,0.285212392207,0.347712037307
chave001,hernf002,34,4,35,R,1,9,4,1,chave001_hernf002,0.117647058824,0.142857142857,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3196,855,3514,29,734,1508,318,79,0.208878770632,0.0904951622083,0.243312464428,0.267521902378,0.333807626636
chave001,johnj007,35,13,38,R,0,8,32,3,chave001_johnj007,0.371428571429,0.421052631579,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1517,433,1689,13,218,864,172,47,0.129070455891,0.101835405565,0.256364712848,0.285431773237,0.358200118413
chave001,lackj001,58,18,60,R,2,10,26,2,chave001_lackj001,0.310344827586,0.333333333333,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3806,1068,4179,36,708,2006,373,98,0.169418521177,0.0892558028236,0.255563531945,0.280609563847,0.344819334769
chave001,loaie001,32,8,43,R,1,7,10,11,chave001_loaie001,0.25,0.441860465116,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2204,652,2435,27,367,1280,231,73,0.150718685832,0.0948665297741,0.267761806982,0.295825771325,0.362628336756
chave001,loper001,21,6,26,R,0,2,6,5,chave001_loper001,0.285714285714,0.423076923077,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1318,384,1453,12,200,772,135,37,0.13764624914,0.0929112181693,0.264280798348,0.291350531108,0.357192016518
chave001,lowed001,26,8,31,R,0,2,16,5,chave001_lowed001,0.307692307692,0.41935483871,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3221,950,3560,27,472,1725,339,96,0.132584269663,0.0952247191011,0.266853932584,0.294939459795,0.362078651685
chave001,martp001,24,3,26,R,0,8,9,2,chave001_martp001,0.125,0.192307692308,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3163,749,3481,29,903,1467,318,92,0.25940821603,0.0913530594657,0.215168055157,0.236800505849,0.306521114622
chave001,maysj001,29,8,32,R,0,3,13,3,chave001_maysj001,0.275862068966,0.34375,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,838,247,932,15,98,477,94,27,0.105150214592,0.100858369099,0.265021459227,0.294749403341,0.365879828326
chave001,mechg001,35,11,43,R,1,5,29,8,chave001_mechg001,0.314285714286,0.441860465116,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1820,526,2028,30,315,1043,208,57,0.155325443787,0.102564102564,0.259368836292,0.289010989011,0.361932938856
chave001,millk004,26,8,30,R,0,4,20,4,chave001_millk004,0.307692307692,0.4,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,4024,1159,4422,23,659,2173,398,109,0.149027589326,0.0900045228403,0.262098597919,0.288021868787,0.35210312076
chave001,moyej001,65,21,73,L,0,8,51,8,chave001_moyej001,0.323076923077,0.397260273973,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
chave001,mussm001,41,9,43,R,0,12,28,2,chave001_mussm001,0.219512195122,0.255813953488,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,4858,1283,5200,45,1000,2494,342,116,0.192307692308,0.0657692307692,0.246730769231,0.264100452861,0.3125
chave001,ortir002,27,9,31,R,0,2,19,4,chave001_ortir002,0.333333333333,0.41935483871,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1269,356,1406,13,172,732,137,41,0.122332859175,0.097439544808,0.25320056899,0.280535855004,0.350640113798
chave001,parkc002,29,10,32,R,0,8,26,3,chave001_parkc002,0.344827586207,0.40625,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1671,438,1958,21,331,954,287,53,0.169050051073,0.14657814096,0.223697650664,0.262118491921,0.370275791624
chave001,pinej001,51,13,57,R,1,9,25,6,chave001_pinej001,0.254901960784,0.333333333333,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1715,520,1889,23,262,998,174,52,0.138697723663,0.0921122286924,0.275277924828,0.303206997085,0.36739015352
chave001,ponss001,22,9,26,R,0,2,25,4,chave001_ponss001,0.409090909091,0.5,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2231,692,2491,16,288,1417,260,67,0.115616218386,0.10437575271,0.277800080289,0.310174809502,0.382175832999
chave001,radkb001,40,12,40,R,1,5,28,0,chave001_radkb001,0.3,0.3,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3854,1154,4082,45,566,2361,228,93,0.138657520823,0.0558549730524,0.28270455659,0.299429164504,0.338559529642
chave001,rhoda001,26,8,27,L,0,8,10,1,chave001_rhoda001,0.307692307692,0.333333333333,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,405,94,455,6,90,191,50,14,0.197802197802,0.10989010989,0.206593406593,0.232098765432,0.316483516484
chave001,rogek001,54,11,62,L,0,18,19,8,chave001_rogek001,0.203703703704,0.306451612903,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,4058,1138,4513,43,590,2208,455,107,0.130733436738,0.100819853756,0.252160425438,0.280433711188,0.352980279193
chave001,romej001,24,6,28,L,0,4,10,4,chave001_romej001,0.25,0.357142857143,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,98,26,116,0,23,48,18,4,0.198275862069,0.155172413793,0.224137931034,0.265306122449,0.379310344828
chave001,sante001,34,11,38,R,0,4,17,4,chave001_sante001,0.323529411765,0.394736842105,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2442,657,2714,30,441,1365,272,70,0.162490788504,0.100221075903,0.242078113486,0.269041769042,0.342299189388
chave001,santj003,33,5,35,L,1,14,15,2,chave001_santj003,0.151515151515,0.2,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2256,575,2437,17,536,1208,181,64,0.219942552318,0.0742716454657,0.235945835043,0.254875886525,0.310217480509
chave001,schos001,31,4,34,L,0,4,6,3,chave001_schos001,0.129032258065,0.205882352941,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,388,112,466,3,54,216,78,14,0.115879828326,0.167381974249,0.240343347639,0.288659793814,0.407725321888
chave001,selea001,49,14,53,R,0,6,28,4,chave001_selea001,0.285714285714,0.339622641509,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2458,759,2790,32,397,1453,332,65,0.14229390681,0.118996415771,0.272043010753,0.308787632221,0.391039426523
chave001,shiej002,22,3,27,R,1,5,3,5,chave001_shiej002,0.136363636364,0.296296296296,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,3304,905,3550,24,654,1785,246,85,0.184225352113,0.0692957746479,0.254929577465,0.273910411622,0.324225352113
chave001,silvc001,21,5,26,R,0,2,7,5,chave001_silvc001,0.238095238095,0.384615384615,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1155,378,1228,14,109,731,73,35,0.0887622149837,0.0594462540717,0.307817589577,0.327272727273,0.367263843648
chave001,towej001,22,12,26,R,0,2,28,4,chave001_towej001,0.545454545455,0.615384615385,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,503,171,532,10,56,367,29,16,0.105263157895,0.0545112781955,0.321428571429,0.339960238569,0.375939849624
chave001,waket001,31,10,33,R,0,4,20,2,chave001_waket001,0.322580645161,0.363636363636,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,4602,1192,5176,45,783,2465,574,113,0.15127511592,0.110896445131,0.23029366306,0.25901781834,0.341190108192
chave001,washj001,60,15,64,L,0,18,26,4,chave001_washj001,0.25,0.296875,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,2620,729,2870,25,360,1475,250,76,0.12543554007,0.0871080139373,0.254006968641,0.278244274809,0.341114982578
chave001,weavj002,28,11,29,R,0,4,22,1,chave001_weavj002,0.392857142857,0.413793103448,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1958,564,2149,26,301,1168,191,60,0.14006514658,0.0888785481619,0.26244765007,0.288049029622,0.351326198232
chave001,westj001,28,9,37,R,0,3,27,9,chave001_westj001,0.321428571429,0.486486486486,1321,360,1475,12,244,755,154,38,0.272520817562,0.348474576271,0.165423728814,0.104406779661,0.24406779661,1981,560,2195,22,250,1011,214,62,0.113895216401,0.0974943052392,0.255125284738,0.282685512367,0.352619589977
cantj001,bedae001,29,10,31,L,0,5,15,2,cantj001_bedae001,0.344827586207,0.387096774194,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,1067,283,1181,8,249,505,114,36,0.21083827265,0.0965283657917,0.239627434378,0.265229615745,0.336155800169
cantj001,blanj001,27,7,29,R,0,3,13,2,cantj001_blanj001,0.259259259259,0.310344827586,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,1345,388,1465,16,190,766,120,43,0.129692832765,0.0819112627986,0.264846416382,0.288475836431,0.346757679181
cantj001,hamec001,29,7,31,L,1,3,19,2,cantj001_hamec001,0.241379310345,0.290322580645,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,2123,562,2287,17,498,1214,164,58,0.217752514211,0.0717096633144,0.245736773065,0.264719736222,0.31744643638
cantj001,hared001,27,8,28,R,0,6,14,1,cantj001_hared001,0.296296296296,0.321428571429,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,2422,681,2570,25,500,1344,148,73,0.194552529183,0.0575875486381,0.264980544747,0.281172584641,0.322568093385
cantj001,moyej001,37,10,42,L,0,5,10,5,cantj001_moyej001,0.27027027027,0.357142857143,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
cantj001,santj003,30,7,32,L,0,9,13,2,cantj001_santj003,0.233333333333,0.28125,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,2256,575,2437,17,536,1208,181,64,0.219942552318,0.0742716454657,0.235945835043,0.254875886525,0.310217480509
cantj001,waket001,24,8,28,R,0,1,14,4,cantj001_waket001,0.333333333333,0.428571428571,203,57,221,1,32,98,18,7,0.28078817734,0.339366515837,0.14479638009,0.0814479638009,0.257918552036,4602,1192,5176,45,783,2465,574,113,0.15127511592,0.110896445131,0.23029366306,0.25901781834,0.341190108192
edmoj001,alvaw001,24,7,30,L,0,7,15,6,edmoj001_alvaw001,0.291666666667,0.433333333333,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,1041,299,1190,17,150,574,149,31,0.126050420168,0.125210084034,0.251260504202,0.287223823247,0.376470588235
edmoj001,appik001,46,16,49,R,0,10,35,3,edmoj001_appik001,0.347826086957,0.387755102041,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,2016,539,2298,27,378,1067,282,48,0.164490861619,0.1227154047,0.23455178416,0.267361111111,0.35726718886
edmoj001,arrob001,32,10,35,R,1,6,20,3,edmoj001_arrob001,0.3125,0.371428571429,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,2779,785,3043,32,380,1615,264,81,0.124876766349,0.0867564903056,0.257969109431,0.282475710687,0.344725599737
edmoj001,baldj002,24,8,26,R,1,5,22,2,edmoj001_baldj002,0.333333333333,0.384615384615,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,1118,325,1256,11,173,707,138,36,0.137738853503,0.109872611465,0.258757961783,0.290697674419,0.368630573248
edmoj001,belct001,44,15,47,R,0,7,35,3,edmoj001_belct001,0.340909090909,0.382978723404,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,1358,398,1537,24,178,824,179,42,0.115810019519,0.116460637606,0.258945998699,0.293078055965,0.375406636304
edmoj001,bensk001,28,11,31,R,1,4,23,3,edmoj001_bensk001,0.392857142857,0.451612903226,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,747,216,857,11,109,437,110,27,0.127187864644,0.128354725788,0.252042007001,0.289156626506,0.380396732789
edmoj001,berej002,42,15,44,R,0,14,41,2,edmoj001_berej002,0.357142857143,0.386363636364,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,220,72,251,0,39,154,31,7,0.155378486056,0.123505976096,0.286852589641,0.327272727273,0.410358565737
edmoj001,browk001,25,5,29,R,0,7,7,4,edmoj001_browk001,0.2,0.310344827586,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,2555,665,2805,23,461,1129,250,71,0.164349376114,0.0891265597148,0.237076648841,0.260273972603,0.326203208556
edmoj001,burna001,16,5,28,R,0,3,13,12,edmoj001_burna001,0.3125,0.607142857143,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,2992,767,3342,42,678,1469,350,92,0.202872531418,0.104727707959,0.229503291442,0.25635026738,0.334230999402
edmoj001,clemr001,53,13,63,R,0,20,31,10,edmoj001_clemr001,0.245283018868,0.365079365079,1904,542,2198,15,485,1234,294,60,0.284663865546,0.380345768881,0.220655141037,0.133757961783,0.246587807097,4029,986,4504,45,950,1886,475,95,0.210923623446,0.105461811723,0.21891651865,0.244725738397,0.324378330373
