bID,pID,AB,H,PA,RL,SAC,SO,TB,W,matchID,AVG,OBP,ov_AB,ov_H,ov_PA,ov_SAC,ov_SO,ov_TB,ov_W,ov_FACED,ov_AVG,ov_OBP,ov_SO_PCT,ov_W_PCT,ov_H_PCT,ovp_AB,ovp_H,ovp_PA,ovp_SAC,ovp_SO,ovp_TB,ovp_W,ovp_FACED,ovp_SO_PCT,ovp_W_PCT,ovp_H_PCT,ovp_AVG,ovp_OBP
robeb003,waket001,47,8,48,R,0,7,12,1,robeb003_waket001,0.170212765957,0.1875,1562,445,1724,14,233,796,162,44,0.284891165173,0.352088167053,0.135150812065,0.0939675174014,0.258120649652,4602,1192,5176,45,783,2465,574,113,0.15127511592,0.110896445131,0.23029366306,0.25901781834,0.341190108192
robeb003,wangc001,29,9,31,R,0,1,19,2,robeb003_wangc001,0.310344827586,0.354838709677,1562,445,1724,14,233,796,162,44,0.284891165173,0.352088167053,0.135150812065,0.0939675174014,0.258120649652,386,115,439,1,46,215,53,13,0.104783599089,0.120728929385,0.261958997722,0.29792746114,0.382687927107
robeb003,washj001,34,5,40,L,0,8,11,6,robeb003_washj001,0.147058823529,0.275,1562,445,1724,14,233,796,162,44,0.284891165173,0.352088167053,0.135150812065,0.0939675174014,0.258120649652,2620,729,2870,25,360,1475,250,76,0.12543554007,0.0871080139373,0.254006968641,0.278244274809,0.341114982578
robeb003,welld001,40,12,41,L,0,4,16,1,robeb003_welld001,0.3,0.317073170732,1562,445,1724,14,233,796,162,44,0.284891165173,0.352088167053,0.135150812065,0.0939675174014,0.258120649652,3351,983,3559,23,495,1947,208,80,0.139084012363,0.0584433829727,0.276201180107,0.293345270069,0.33464456308
hidar001,astap001,23,9,26,R,1,4,17,3,hidar001_astap001,0.391304347826,0.461538461538,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,2304,699,2595,27,400,1427,291,62,0.154142581888,0.112138728324,0.26936416185,0.303385416667,0.381502890173
hidar001,berej002,24,9,29,R,0,2,23,5,hidar001_berej002,0.375,0.48275862069,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,220,72,251,0,39,154,31,7,0.155378486056,0.123505976096,0.286852589641,0.327272727273,0.410358565737
hidar001,estes001,26,9,31,L,0,9,25,5,hidar001_estes001,0.346153846154,0.451612903226,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,1434,412,1671,19,247,772,237,47,0.147815679234,0.141831238779,0.246558946738,0.287308228731,0.388390185518
hidar001,gravd001,23,5,28,R,0,3,7,5,hidar001_gravd001,0.217391304348,0.357142857143,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,166,49,195,3,20,121,29,6,0.102564102564,0.148717948718,0.251282051282,0.295180722892,0.4
hidar001,kiled001,27,9,28,R,1,4,27,1,hidar001_kiled001,0.333333333333,0.357142857143,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,1937,556,2185,25,363,1146,248,51,0.166132723112,0.113501144165,0.254462242563,0.287041817243,0.367963386728
hidar001,liebj001,36,10,37,R,0,9,24,1,hidar001_liebj001,0.277777777778,0.297297297297,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,2502,765,2684,28,407,1546,182,73,0.151639344262,0.0678092399404,0.285022354694,0.305755395683,0.352831594635
hidar001,morrm001,39,9,42,R,0,9,17,3,hidar001_morrm001,0.230769230769,0.285714285714,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,1916,538,2123,20,303,1046,207,53,0.142722562412,0.0975035327367,0.253414978804,0.280793319415,0.35091851154
hidar001,ruscg001,23,5,27,L,0,8,17,4,hidar001_ruscg001,0.217391304348,0.333333333333,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,1088,349,1205,9,190,698,117,35,0.157676348548,0.0970954356846,0.289626556017,0.320772058824,0.386721991701
hidar001,sheeb001,27,9,28,R,1,5,21,1,hidar001_sheeb001,0.333333333333,0.357142857143,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,1825,531,1945,14,339,1072,120,50,0.174293059126,0.0616966580977,0.273007712082,0.29095890411,0.33470437018
hidar001,willw001,35,9,40,R,0,4,20,5,hidar001_willw001,0.257142857143,0.35,283,83,316,3,57,198,33,10,0.293286219081,0.367088607595,0.180379746835,0.104430379747,0.262658227848,2502,702,2758,30,373,1486,256,74,0.135242929659,0.0928208846991,0.254532269761,0.280575539568,0.34735315446
pennc001,carmf001,26,8,26,R,0,5,10,0,pennc001_carmf001,0.307692307692,0.307692307692,193,53,199,2,42,79,6,6,0.274611398964,0.29648241206,0.211055276382,0.0301507537688,0.266331658291,1333,394,1524,14,183,738,191,46,0.120078740157,0.12532808399,0.258530183727,0.295573893473,0.383858267717
pennc001,hernf002,39,13,40,R,0,8,19,1,pennc001_hernf002,0.333333333333,0.35,193,53,199,2,42,79,6,6,0.274611398964,0.29648241206,0.211055276382,0.0301507537688,0.266331658291,3196,855,3514,29,734,1508,318,79,0.208878770632,0.0904951622083,0.243312464428,0.267521902378,0.333807626636
pennc001,lewic001,35,8,36,R,1,7,16,1,pennc001_lewic001,0.228571428571,0.25,193,53,199,2,42,79,6,6,0.274611398964,0.29648241206,0.211055276382,0.0301507537688,0.266331658291,251,74,272,3,48,139,21,8,0.176470588235,0.0772058823529,0.272058823529,0.294820717131,0.349264705882
pennc001,sante001,25,11,27,R,1,6,17,2,pennc001_sante001,0.44,0.481481481481,193,53,199,2,42,79,6,6,0.274611398964,0.29648241206,0.211055276382,0.0301507537688,0.266331658291,2442,657,2714,30,441,1365,272,70,0.162490788504,0.100221075903,0.242078113486,0.269041769042,0.342299189388
pennc001,weavj003,42,7,43,R,0,12,9,1,pennc001_weavj003,0.166666666667,0.186046511628,193,53,199,2,42,79,6,6,0.274611398964,0.29648241206,0.211055276382,0.0301507537688,0.266331658291,2409,635,2626,23,435,1256,217,65,0.165651180503,0.0826351865956,0.241812642803,0.263594852636,0.324447829398
pennc001,wilsc004,26,6,27,L,0,4,8,1,pennc001_wilsc004,0.230769230769,0.259259259259,193,53,199,2,42,79,6,6,0.274611398964,0.29648241206,0.211055276382,0.0301507537688,0.266331658291,1162,279,1325,6,262,525,163,41,0.197735849057,0.123018867925,0.210566037736,0.240103270224,0.33358490566
blakc001,bondj001,42,12,45,R,0,16,16,3,blakc001_bondj001,0.285714285714,0.333333333333,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1353,393,1510,16,262,799,157,42,0.173509933775,0.103973509934,0.260264900662,0.290465631929,0.364238410596
blakc001,buehm001,57,13,64,L,0,9,25,7,blakc001_buehm001,0.228070175439,0.3125,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,5728,1669,6147,70,763,3102,419,142,0.124125589719,0.0681633317065,0.271514559948,0.291375698324,0.339677891654
blakc001,cainm001,29,8,35,R,0,10,20,6,blakc001_cainm001,0.275862068966,0.4,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1971,505,2227,24,398,1050,256,56,0.178715761114,0.11495285137,0.226762460709,0.256215119229,0.341715312079
blakc001,contj002,28,9,32,R,0,9,18,4,blakc001_contj002,0.321428571429,0.40625,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1115,286,1259,7,204,562,144,34,0.162033359809,0.114376489277,0.227164416203,0.256502242152,0.341540905481
blakc001,delaj001,25,6,32,L,1,6,18,7,blakc001_delaj001,0.24,0.40625,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,531,144,614,5,110,312,83,18,0.179153094463,0.135179153094,0.234527687296,0.271186440678,0.369706840391
blakc001,garcf002,30,5,31,R,0,9,7,1,blakc001_garcf002,0.166666666667,0.193548387097,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,3151,894,3479,25,529,1843,328,89,0.152055188272,0.0942799655073,0.256970393791,0.283719454142,0.351250359299
blakc001,garlj001,52,14,57,R,1,8,34,5,blakc001_garlj001,0.269230769231,0.333333333333,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,3131,893,3431,49,404,1701,300,92,0.117749927135,0.0874380647042,0.260273972603,0.285212392207,0.347712037307
blakc001,greiz001,28,8,31,R,0,5,20,3,blakc001_greiz001,0.285714285714,0.354838709677,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1969,535,2123,8,426,1011,154,58,0.200659444183,0.0725388601036,0.252001884126,0.271711528695,0.32454074423
blakc001,hared001,43,14,44,R,1,10,23,1,blakc001_hared001,0.325581395349,0.340909090909,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,2422,681,2570,25,500,1344,148,73,0.194552529183,0.0575875486381,0.264980544747,0.281172584641,0.322568093385
blakc001,jimeu001,25,5,30,R,0,9,9,5,blakc001_jimeu001,0.2,0.333333333333,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1305,325,1503,9,304,663,198,43,0.202262142382,0.131736526946,0.21623419827,0.249042145594,0.347970725216
blakc001,lillt001,28,8,33,L,1,3,18,5,blakc001_lillt001,0.285714285714,0.393939393939,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1937,471,2166,20,361,1037,229,64,0.166666666667,0.105724838412,0.217451523546,0.243159525039,0.323176361958
blakc001,lohsk001,44,12,46,R,1,12,29,2,blakc001_lohsk001,0.272727272727,0.304347826087,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,2864,825,3123,29,411,1635,259,87,0.131604226705,0.0829330771694,0.264169068204,0.288058659218,0.347102145373
blakc001,marom001,30,7,33,L,0,7,15,3,blakc001_marom001,0.233333333333,0.30303030303,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,788,240,852,14,102,457,64,26,0.119718309859,0.075117370892,0.281690140845,0.304568527919,0.356807511737
blakc001,mechg001,26,11,31,R,0,2,19,5,blakc001_mechg001,0.423076923077,0.516129032258,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1820,526,2028,30,315,1043,208,57,0.155325443787,0.102564102564,0.259368836292,0.289010989011,0.361932938856
blakc001,pinej001,26,10,27,R,1,4,19,1,blakc001_pinej001,0.384615384615,0.407407407407,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1715,520,1889,23,262,998,174,52,0.138697723663,0.0921122286924,0.275277924828,0.303206997085,0.36739015352
blakc001,radkb001,33,10,34,R,0,4,23,1,blakc001_radkb001,0.30303030303,0.323529411765,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,3854,1154,4082,45,566,2361,228,93,0.138657520823,0.0558549730524,0.28270455659,0.299429164504,0.338559529642
blakc001,roben001,36,12,41,L,0,5,38,5,blakc001_roben001,0.333333333333,0.414634146341,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1268,354,1430,13,210,739,162,41,0.146853146853,0.113286713287,0.247552447552,0.279179810726,0.360839160839
blakc001,rogek001,39,9,47,L,1,2,21,8,blakc001_rogek001,0.230769230769,0.36170212766,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,4058,1138,4513,43,590,2208,455,107,0.130733436738,0.100819853756,0.252160425438,0.280433711188,0.352980279193
blakc001,santj003,60,16,65,L,0,19,32,5,blakc001_santj003,0.266666666667,0.323076923077,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,2256,575,2437,17,536,1208,181,64,0.219942552318,0.0742716454657,0.235945835043,0.254875886525,0.310217480509
blakc001,silvc001,45,15,47,R,0,3,21,2,blakc001_silvc001,0.333333333333,0.36170212766,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,1155,378,1228,14,109,731,73,35,0.0887622149837,0.0594462540717,0.307817589577,0.327272727273,0.367263843648
blakc001,vazqj001,31,7,36,R,1,11,9,5,blakc001_vazqj001,0.225806451613,0.333333333333,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,4001,1124,4339,33,841,2419,338,115,0.193823461627,0.0778981332104,0.259045863102,0.280929767558,0.336943996313
blakc001,verlj001,26,9,31,R,0,9,17,5,blakc001_verlj001,0.346153846154,0.451612903226,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,3369,877,3684,33,738,1626,315,85,0.200325732899,0.0855048859935,0.238056460369,0.260314633422,0.323561346363
blakc001,zitob001,50,13,56,L,0,8,29,6,blakc001_zitob001,0.26,0.339285714286,833,233,928,8,180,480,95,23,0.279711884754,0.353448275862,0.193965517241,0.102370689655,0.251077586207,3801,931,4299,44,673,1744,498,108,0.156548034427,0.115840893231,0.216561991161,0.244935543278,0.332402884392
guilj001,beckj002,27,7,28,R,1,4,11,1,guilj001_beckj002,0.259259259259,0.285714285714,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,2502,637,2769,27,606,1259,267,67,0.218851570964,0.0964247020585,0.230046948357,0.254596322942,0.326471650415
guilj001,buehm001,31,8,33,L,0,5,16,2,guilj001_buehm001,0.258064516129,0.30303030303,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,5728,1669,6147,70,763,3102,419,142,0.124125589719,0.0681633317065,0.271514559948,0.291375698324,0.339677891654
guilj001,colob001,25,5,27,R,1,3,9,2,guilj001_colob001,0.2,0.259259259259,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3625,1007,3960,41,707,2083,335,103,0.178535353535,0.084595959596,0.254292929293,0.277793103448,0.338888888889
guilj001,floyg001,34,9,35,R,1,4,17,1,guilj001_floyg001,0.264705882353,0.285714285714,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,1163,354,1275,8,196,679,112,37,0.153725490196,0.0878431372549,0.277647058824,0.304385210662,0.365490196078
guilj001,glavt001,25,7,29,L,0,4,19,4,guilj001_glavt001,0.28,0.379310344828,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,5166,1496,5805,58,642,2776,639,114,0.110594315245,0.11007751938,0.257708871662,0.289585753,0.367786391042
guilj001,hallr001,29,6,30,R,0,5,9,1,guilj001_hallr001,0.206896551724,0.233333333333,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3914,1051,4187,37,749,1899,273,96,0.178887031287,0.0652018151421,0.251015046573,0.268523249872,0.316216861715
guilj001,hampm001,25,13,27,L,1,1,25,2,guilj001_hampm001,0.52,0.555555555556,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,2671,794,2979,27,328,1431,308,72,0.110104061766,0.103390399463,0.266532393421,0.297266941221,0.369922792884
guilj001,lee-c003,25,9,27,L,0,4,19,2,guilj001_lee-c003,0.36,0.407407407407,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,2852,768,3038,29,589,1502,186,87,0.19387755102,0.0612244897959,0.252797893351,0.269284712482,0.314022383147
guilj001,martp001,35,13,43,R,0,10,21,8,guilj001_martp001,0.371428571429,0.488372093023,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3163,749,3481,29,903,1467,318,92,0.25940821603,0.0913530594657,0.215168055157,0.236800505849,0.306521114622
guilj001,millk004,39,16,42,R,1,2,24,3,guilj001_millk004,0.410256410256,0.452380952381,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,4024,1159,4422,23,659,2173,398,109,0.149027589326,0.0900045228403,0.262098597919,0.288021868787,0.35210312076
guilj001,mlicd001,31,7,32,R,1,3,11,1,guilj001_mlicd001,0.225806451613,0.25,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,510,157,585,6,68,336,75,19,0.116239316239,0.128205128205,0.268376068376,0.307843137255,0.396581196581
guilj001,mussm001,25,8,26,R,0,5,16,1,guilj001_mussm001,0.32,0.346153846154,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,4858,1283,5200,45,1000,2494,342,116,0.192307692308,0.0657692307692,0.246730769231,0.264100452861,0.3125
guilj001,petta001,27,8,31,L,0,4,22,4,guilj001_petta001,0.296296296296,0.387096774194,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,4684,1338,5127,60,833,2364,443,127,0.162473181198,0.0864053052467,0.260971328262,0.285653287788,0.347376633509
guilj001,pinej001,31,8,33,R,0,4,20,2,guilj001_pinej001,0.258064516129,0.30303030303,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,1715,520,1889,23,262,998,174,52,0.138697723663,0.0921122286924,0.275277924828,0.303206997085,0.36739015352
guilj001,ponss001,38,8,39,R,0,4,8,1,guilj001_ponss001,0.210526315789,0.230769230769,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,2231,692,2491,16,288,1417,260,67,0.115616218386,0.10437575271,0.277800080289,0.310174809502,0.382175832999
guilj001,rogek001,25,8,29,L,0,3,22,4,guilj001_rogek001,0.32,0.413793103448,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,4058,1138,4513,43,590,2208,455,107,0.130733436738,0.100819853756,0.252160425438,0.280433711188,0.352980279193
guilj001,smolj001,32,9,34,R,0,5,11,2,guilj001_smolj001,0.28125,0.323529411765,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3062,766,3336,28,689,1427,274,73,0.206534772182,0.0821342925659,0.229616306954,0.250163291966,0.31175059952
guilj001,suppj001,30,11,32,R,0,4,20,2,guilj001_suppj001,0.366666666667,0.40625,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3245,954,3616,39,395,1944,371,96,0.109236725664,0.102599557522,0.263827433628,0.293990755008,0.36642699115
guilj001,tomkb001,23,10,26,R,0,4,12,3,guilj001_tomkb001,0.434782608696,0.5,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,1545,430,1735,15,202,866,190,49,0.116426512968,0.109510086455,0.247838616715,0.278317152104,0.35734870317
guilj001,tracs001,25,8,26,R,0,5,16,1,guilj001_tracs001,0.32,0.346153846154,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3034,909,3439,42,446,1920,405,85,0.129688863042,0.117766792672,0.264321023553,0.299604482531,0.382087816226
guilj001,vazqj001,29,10,30,R,0,7,16,1,guilj001_vazqj001,0.344827586207,0.366666666667,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,4001,1124,4339,33,841,2419,338,115,0.193823461627,0.0778981332104,0.259045863102,0.280929767558,0.336943996313
guilj001,verlj001,29,7,31,R,0,5,7,2,guilj001_verlj001,0.241379310345,0.290322580645,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,3369,877,3684,33,738,1626,315,85,0.200325732899,0.0855048859935,0.238056460369,0.260314633422,0.323561346363
guilj001,wrigj001,26,7,29,R,0,7,13,3,guilj001_wrigj001,0.269230769231,0.344827586207,666,202,719,6,102,364,53,23,0.303303303303,0.354659248957,0.141863699583,0.0737134909597,0.280945757997,1608,492,1887,11,182,995,279,55,0.096449390567,0.147853736089,0.260731319555,0.305970149254,0.408585055644
guzmc001,buehm001,61,18,62,L,0,5,40,1,guzmc001_buehm001,0.295081967213,0.306451612903,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,5728,1669,6147,70,763,3102,419,142,0.124125589719,0.0681633317065,0.271514559948,0.291375698324,0.339677891654
guzmc001,clemr001,25,5,29,R,0,5,5,4,guzmc001_clemr001,0.2,0.310344827586,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4029,986,4504,45,950,1886,475,95,0.210923623446,0.105461811723,0.21891651865,0.244725738397,0.324378330373
guzmc001,colob001,34,9,35,R,2,7,9,1,guzmc001_colob001,0.264705882353,0.285714285714,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,3625,1007,3960,41,707,2083,335,103,0.178535353535,0.084595959596,0.254292929293,0.277793103448,0.338888888889
guzmc001,garcf002,35,11,35,R,1,3,22,0,guzmc001_garcf002,0.314285714286,0.314285714286,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,3151,894,3479,25,529,1843,328,89,0.152055188272,0.0942799655073,0.256970393791,0.283719454142,0.351250359299
guzmc001,garlj001,41,11,44,R,4,3,15,3,guzmc001_garlj001,0.268292682927,0.318181818182,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,3131,893,3431,49,404,1701,300,92,0.117749927135,0.0874380647042,0.260273972603,0.285212392207,0.347712037307
guzmc001,hudst001,57,11,58,R,0,8,15,1,guzmc001_hudst001,0.19298245614,0.206896551724,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4339,1170,4822,50,674,2171,483,117,0.139776026545,0.100165906263,0.242637909581,0.26964738419,0.342803815844
guzmc001,johnj007,27,6,28,R,0,7,11,1,guzmc001_johnj007,0.222222222222,0.25,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,1517,433,1689,13,218,864,172,47,0.129070455891,0.101835405565,0.256364712848,0.285431773237,0.358200118413
guzmc001,loaie001,49,9,51,R,1,8,11,2,guzmc001_loaie001,0.183673469388,0.21568627451,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,2204,652,2435,27,367,1280,231,73,0.150718685832,0.0948665297741,0.267761806982,0.295825771325,0.362628336756
guzmc001,lowed001,32,12,36,R,2,4,14,4,guzmc001_lowed001,0.375,0.444444444444,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,3221,950,3560,27,472,1725,339,96,0.132584269663,0.0952247191011,0.266853932584,0.294939459795,0.362078651685
guzmc001,marom001,29,15,32,L,1,5,29,3,guzmc001_marom001,0.51724137931,0.5625,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,788,240,852,14,102,457,64,26,0.119718309859,0.075117370892,0.281690140845,0.304568527919,0.356807511737
guzmc001,martp001,27,10,27,R,0,7,16,0,guzmc001_martp001,0.37037037037,0.37037037037,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,3163,749,3481,29,903,1467,318,92,0.25940821603,0.0913530594657,0.215168055157,0.236800505849,0.306521114622
guzmc001,moyej001,43,14,45,L,2,3,26,2,guzmc001_moyej001,0.325581395349,0.355555555556,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4907,1438,5382,45,653,2971,475,120,0.121330360461,0.0882571534745,0.267186919361,0.293050743835,0.355444072835
guzmc001,muldm001,32,5,33,L,0,9,12,1,guzmc001_muldm001,0.15625,0.181818181818,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,1229,348,1347,19,187,644,118,38,0.138827023014,0.0876020786934,0.258351893096,0.283157038242,0.345953971789
guzmc001,mussm001,29,6,29,R,1,11,8,0,guzmc001_mussm001,0.206896551724,0.206896551724,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4858,1283,5200,45,1000,2494,342,116,0.192307692308,0.0657692307692,0.246730769231,0.264100452861,0.3125
guzmc001,myerb001,33,11,33,R,0,4,11,0,guzmc001_myerb001,0.333333333333,0.333333333333,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,1695,482,1873,11,314,1035,178,49,0.167645488521,0.0950347036839,0.257341163908,0.284365781711,0.352375867592
guzmc001,ortir002,28,10,29,R,0,1,16,1,guzmc001_ortir002,0.357142857143,0.379310344828,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,1269,356,1406,13,172,732,137,41,0.122332859175,0.097439544808,0.25320056899,0.280535855004,0.350640113798
guzmc001,petta001,27,4,28,L,0,13,4,1,guzmc001_petta001,0.148148148148,0.178571428571,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4684,1338,5127,60,833,2364,443,127,0.162473181198,0.0864053052467,0.260971328262,0.285653287788,0.347376633509
guzmc001,pinej001,24,9,26,R,1,3,15,2,guzmc001_pinej001,0.375,0.423076923077,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,1715,520,1889,23,262,998,174,52,0.138697723663,0.0921122286924,0.275277924828,0.303206997085,0.36739015352
guzmc001,ponss001,24,5,26,R,0,2,10,2,guzmc001_ponss001,0.208333333333,0.269230769231,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,2231,692,2491,16,288,1417,260,67,0.115616218386,0.10437575271,0.277800080289,0.310174809502,0.382175832999
guzmc001,rogek001,27,8,30,L,0,2,16,3,guzmc001_rogek001,0.296296296296,0.366666666667,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4058,1138,4513,43,590,2208,455,107,0.130733436738,0.100819853756,0.252160425438,0.280433711188,0.352980279193
guzmc001,sabac001,38,9,39,L,0,7,13,1,guzmc001_sabac001,0.236842105263,0.25641025641,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,4604,1190,5073,57,965,2347,469,121,0.190222747881,0.0924502266903,0.23457520205,0.258470894874,0.32702542874
guzmc001,spars001,48,13,49,R,0,7,26,1,guzmc001_spars001,0.270833333333,0.285714285714,937,244,977,18,156,400,40,27,0.260405549626,0.290685772774,0.159672466735,0.0409416581372,0.249744114637,1477,412,1629,27,171,849,152,45,0.104972375691,0.0933087783917,0.252915899325,0.27894380501,0.346224677716
